DRUGBANK_ID,COMMON_NAME,CAS_NUMBER,UNII,SYNONYMS,Smiles
DB16033,GSK2798745,1419609-94-1,63FJ7LF55O,,CC(C)(c(nc1)cnc1N(C[C@]1(C[C@@](C)(Cn2c(cc(cc3)C#N)c3nc2)CCC1)O1)C1=O)O
DB16080,Acolbifene,182167-02-8,815LJ9X0D1,Acolbifene,CC(c(ccc(O)c1)c1O[C@H]1c(cc2)ccc2OCCN2CCCCC2)=C1c(cc1)ccc1O
DB00481,Raloxifene,84449-90-1,YX9162EO3I,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone; Raloxifène; Raloxifene; Raloxifeno; Raloxifenum,Oc(cc1)ccc1-c1c(C(c(cc2)ccc2OCCN2CCCCC2)=O)c(ccc(O)c2)c2s1
DB06249,Arzoxifene,182133-25-1,E569WG6E60,Arzoxifene,COc(cc1)ccc1-c(sc1c2ccc(O)c1)c2Oc(cc1)ccc1OCCN1CCCCC1
DB14934,GDC-0927,2100830-77-9,ST9B0EMC0H,,CC(c(cc(cc1)O)c1O[C@H]1c(cc2)ccc2OCCN2CC(CF)C2)=C1c1cc(O)ccc1
DB02033,"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",,,,OC(C(CCCCCC1)=C1O1)=C([C@@H](C2CC2)c2cccc(NS(c3ccccc3)(=O)=O)c2)C1=O
DB13310,Ormeloxifene,31477-60-8,44AXY5VE90,Ormeloxifene,CC(C)([C@H]([C@@H]1c(cc2)ccc2OCCN2CCCC2)c2ccccc2)Oc2c1ccc(OC)c2
DB06605,Apixaban,503612-47-3,3Z9Y7UWC1J,apixabán; Apixaban; apixabanum,COc(cc1)ccc1-n1nc(C(N)=O)c(CCN2c(cc3)ccc3N(CCCC3)C3=O)c1C2=O
DB12774,AZD-8055,1009298-09-2,970JJ37FPW,,C[C@@H](COCC1)N1c1nc(N2[C@@H](C)COCC2)nc2nc(-c(cc3)cc(CO)c3OC)ccc12
DB05713,LY-517717,313489-71-3,TSA990HP1K,,CN(CC1)CCC1N(CC1)CCN1C([C@@H](c1ccccc1)NC(c1cc([nH]cc2)c2cc1)=O)=O
DB15189,Birabresib,202590-98-5,X40LKS49S3,Birabresib,Cc1c(C)sc-2c1C(c(cc1)ccc1Cl)=N[C@@H](CC(Nc(cc1)ccc1O)=O)c1nnc(C)n12
DB12234,BMS-214662,195987-41-8,L2U9GFD244,,N#Cc(cc1)cc(C2)c1N(Cc1cnc[nH]1)C[C@@H](Cc1ccccc1)N2S(c1cccs1)(=O)=O
DB16252,Nedisertib,1637542-33-6,GN429E725A,,COc1nnc([C@H](c(cc(c(F)c2)-c3ncnc4cc(N5CCOCC5)ccc34)c2Cl)O)cc1
DB08237,2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),,,,O[C@H](C1)[C@H](COP(O)(O)=O)O[C@@H]1n1c(N=C(NCc2cccc3ccccc23)NC2=O)c2nc1
DB04146,I-Coeleneterazine,,,,Oc(cc1)ccc1C(N[C@H](Cc1ccccc1)C1=N[C@@]2(Cc(cc3)ccc3I)OO)=CN1C2=O
DB02006,Br-Coeleneterazine,,,,Oc(cc1)ccc1C(N[C@@H](Cc1ccccc1)C1=N[C@@]2(Cc(cc3)ccc3Br)OO)=CN1C2=O
DB06666,Lixivaptan,168079-32-1,8F5X4B082E,Lixivaptan,Cc(ccc(F)c1)c1C(Nc(cc1)cc(Cl)c1C(N(Cc1cccn1C1)c2c1cccc2)=O)=O
DB13814,Talampicillin,47747-56-8,29OJI73DPC,Talampicillin,CC(C)([C@@H]1C(OC(c2c3cccc2)OC3=O)=O)S[C@H]([C@@H]2NC([C@@H](c3ccccc3)N)=O)N1C2=O
DB01100,Pimozide,2062-78-4,1HIZ4DL86F,Pimozida; Pimozide; Pimozidum,O=C1N(C2CCN(CCCC(c(cc3)ccc3F)c(cc3)ccc3F)CC2)c(cccc2)c2N1
DB12693,Ritanserin,87051-43-2,145TFV465S,Ritanserin; ritanserina,CC(N=C1SC=CN11)=C(CCN(CC2)CCC2=C(c(cc2)ccc2F)c(cc2)ccc2F)C1=O
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",,,,Oc1ccc(C[C@]2(N=C(C(Cc3ccccc3)=NC(c(cc3)ccc3O)=C3)N3C2=O)OO)cc1
DB14822,SB-649868,380899-24-1,1L1V1K2M4V,,Cc1nc(C(N2[C@H](CNC(c3c(cco4)c4ccc3)=O)CCCC2)=O)c(-c(cc2)ccc2F)s1
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,,,,CN(C)c1c(cccc2S(NCCCCNC(C3(C[C@H](C4)C5)C[C@H]5C[C@H]4C3)=O)(=O)=O)c2ccc1
DB12760,GW-493838,253124-46-8,93OG0JL22O,,CC(C)(C)c1nnc([C@H]([C@H]([C@H]2O)O)O[C@H]2n2c(ncnc3Nc(ccc(Cl)c4)c4F)c3nc2)o1
DB15639,AMG-337,1173699-31-4,08WG8S0L8D,,C[C@H](c1nnc(c(F)c2)n1cc2-c1cn(C)nc1)N(C=Cc(nc1)c2cc1OCCOC)C2=O
DB15782,Cetyl palmitate,540-10-3,5ZA2S6B08X,"Hexadecanoic acid, hexadecyl ester; Hexadecyl palmitate; n-Hexadecyl hexadecanoate; Palmityl palmitate",CCCCCCCCCCCCCCCCOC(CCCCCCCCCCCCCCC)=O
DB11858,Leukotriene D4,73836-78-9,5FNY4416UE,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-Carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)glycine; 5S-hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoic acid; LTD4; S-{(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-L-cysteinylglycine",CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(O)=O)O)SC[C@@H](C(NCC(O)=O)=O)N
DB00429,Carboprost tromethamine,58551-69-2,U4526F86FJ,"(15S)-15-methyl-PGF2α tromethamine salt; (15S)-15-methylprostaglandin F2α tromethamine; 1,3-dihydroxy-2-(hydroxymethyl)propan-2-aminium (5Z,9α,11β,13E,15S)-9,11,15-trihydroxy-15-methylprosta-5,13-dien-1-oate; 15(S)-15-methyl-PGF2α tromethamine salt; 15(S)-15-methylprostaglandin F2α tromethamine; Carboprost trometamol; Carboprost tromethamine",CCCCC[C@@](C)(/C=C/[C@H]([C@@H](C/C=C\CCCC(O)=O)[C@H](C1)O)[C@@H]1O)O.NC(CO)(CO)CO
DB03633,Lpc-Ether,,,,CCCCCCCCCCCCCCCCCCOC[C@H](CO[P@](O)(OCC[N+](C)(C)C)=O)O
DB14644,Methylprednisolone hemisuccinate,2921-57-5,5GMR90S4KN,Methylprednisolone hemisuccinate; Methylprednisolone hydrogen succinate; Methylprednisolone succinate,C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(COC(CCC(O)=O)=O)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O
DB00588,Fluticasone propionate,80474-14-2,O2GMZ0LF5W,Fluticasone propionate,CCC(O[C@]([C@H](C)C1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](C[C@@H](C([C@]1(C)C=C3)=CC3=O)F)[C@@]12F)C(SCF)=O)=O
DB14664,Difluocortolone pivalate,15845-96-2,ZR05N78276,Diflucortolone pivalate,C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@H]2C(COC(C(C)(C)C)=O)=O
DB15821,Fluocortolone caproate,303-40-2,90893P8662,Fluocortolone 21-caproate; Fluocortolone 21-hexanoate; Fluocortolone caproate; Fluocortolone hexanoate,CCCCCC(OCC([C@@H]([C@H](C)C1)[C@@](C)(C[C@@H]2O)[C@@H]1[C@H](C[C@@H]1F)[C@H]2[C@@](C)(C=C2)C1=CC2=O)=O)=O
DB16141,Dimethandrolone Undecanoate,366472-45-9,VMT7Z23GLM,,CCCCCCCCCCC(O[C@@H](CC1)[C@@](C)(C[C@@H]2C)[C@@H]1[C@H]([C@H](C)C1)[C@H]2[C@@H](CC2)C1=CC2=O)=O
DB01003,Cromoglicic acid,16110-51-3,Y0TK0FS77W,5-[3-(2-carboxy-4-oxo-4H-5-chromenyloxy)-2-hydroxypropoxy]-4-oxo-4H-2-chromenecarboxylic acid; Acide Cromoglicique; Acido Cromoglicico; Acidum Cromoglicicum; Cromoglicate; Cromoglicic acid; Cromoglycate; Cromoglycic acid; Cromolyn,OC(COc(cccc1OC(C(O)=O)=C2)c1C2=O)COc1cccc(OC(C(O)=O)=C2)c1C2=O
DB14643,Methylprednisolone aceponate,86401-95-8,ET54W9J4U2,Aceponato de metilprednisolona; Methylprednisolone aceponate; Methylprednisoloni aceponas,CCC(O[C@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](C[C@@H]1C)[C@H]2[C@@](C)(C=C2)C1=CC2=O)C(COC(C)=O)=O)=O
DB16059,IDE-196,1874276-76-2,E0YF0M8O09,,CC(CC1)(CCN1c1cccnc1NC(c1c(N)ncc(-c2c(C(F)(F)F)cccn2)n1)=O)N
DB16650,Deucravacitinib,1609392-27-9,N0A21N6RAU,Deucravacitinib,[2H]C([2H])([2H])NC(c(c(Nc(cccc1-c2nn(C)cn2)c1OC)c1)nnc1NC(C1CC1)=O)=O
DB04209,Dequalinium,6707-58-0,E7QC7V26B8,"1,1'-(1,10-Decanediyl)bis(4-amino-2-methylquinolinium) dichloride; 1,1'-Decamethylenebis(4-aminoquinaldinium chloride); Decamethylenebis(4-aminoquinaldinium chloride)",Cc1[n+](CCCCCCCCCC[n+](c2ccccc22)c(C)cc2N)c2ccccc2c(N)c1
DB02089,CP-526423,,,"1,2-bis(2-(5-chloroindole-2-carbonylamino)ethoxy)ethane; bis[5-chloro-1h-indol-2-yl-carbonyl-aminoethyl]-ethylene glycol; N,N'-[1,2-Ethanediylbis(oxy-2,1-ethanediyl)]bis(5-chloro-1H-indole-2-carboxamide)",O=C(c1cc(cc(cc2)Cl)c2[nH]1)NCCOCCOCCNC(c1cc(cc(cc2)Cl)c2[nH]1)=O
DB16167,Fisogatinib,1707289-21-1,5Q7R99CKV2,Fisogatinib,COc(cc(c(Cl)c1-c2cc3cnc(N[C@H](COCC4)[C@H]4NC(C=C)=O)nc3cc2)OC)c1Cl
DB06920,Eribaxaban,536748-46-6,5FCH6YDY7Z,eribaxabán; Eribaxaban,CO[C@@H](C[C@H]1C(Nc(ccc(N(C=CC=C2)C2=O)c2)c2F)=O)CN1C(Nc(cc1)ccc1Cl)=O
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,,,,CCOc(cccc1)c1Sc(ccc(-c1cc(N(CC2)CCN2C(C)=O)ncc1)c1)c1[N+]([O-])=O
DB12303,Motolimod,926927-61-9,WP6PY72ZH3,Motolimod,CCCN(CCC)C(C(C1)=Cc(ccc(-c(cc2)ccc2C(N2CCCC2)=O)c2)c2N=C1N)=O
DB12659,SJ-733,1424799-20-1,VT3A7NA96K,,N#Cc(cc(cc1)NC([C@H]([C@@H](c2cnccc2)N2CC(F)(F)F)c(cccc3)c3C2=O)=O)c1F
DB12682,Mubritinib,366017-09-6,V734AZP9BR,Mubritinib,FC(c1ccc(/C=C/c2nc(COc3ccc(CCCCn4nncc4)cc3)co2)cc1)(F)F
DB09198,Lobeglitazone,607723-33-1,MY89F08K5D,Lobeglitazone,CN(CCOc1ccc(CC(C(N2)=O)SC2=O)cc1)c1ncnc(Oc(cc2)ccc2OC)c1
DB11701,Amenamevir,841301-32-4,94X46KW4AE,Amenamevir,Cc1cccc(C)c1N(CC(Nc(cc1)ccc1-c1nocn1)=O)C(C(CC1)CCS1(=O)=O)=O
DB12623,Taprenepag,752187-80-7,9CD894KUMJ,Taprenepag,OC(COc1cccc(CN(Cc(cc2)ccc2-n2nccc2)S(c2cnccc2)(=O)=O)c1)=O
DB01741,CRA_17693,,,,NC(c(cc1)cc2c1[nH]c(-c1cc(C(CC([O-])=O)C([O-])=O)cc(-c(cccc3)c3F)c1O)n2)=N
DB11734,Fedovapagon,347887-36-9,VX2GBO4I0V,Fedovapagon,Cc1c(CNC(N(CCC2)[C@@H]2C(N(C)C)=O)=O)ccc(C(N(CCCC2)c3c2cccc3)=O)c1
DB06374,Elacestrant,722533-56-4,FM6A2627A8,Elacestrant,CCNCCc1ccc(CN(CC)c2c(C(CC3)Cc(cc4)c3cc4O)ccc(OC)c2)cc1
DB01081,Diphenoxylate,915-30-0,73312P173G,"1-(3-Cyano-3,3-diphenylpropyl)-4-phenyl-isonipecotic acid ethyl ester; 2,2-Diphenyl-4-(4-carbethoxy-4-phenylpiperidino)butyronitrile; Difenossilato; Difenoxilato; Diphenoxylate; Diphenoxylatum; Ethyl 1-(3-cyano-3,3-diphenylpropyl)-4-phenyl-4-piperidinecarboxylate; Ethyl 1-(3-cyano-3,3-diphenylpropyl)-4-phenylisonipecotate",CCOC(C1(CCN(CCC(c2ccccc2)(c2ccccc2)C#N)CC1)c1ccccc1)=O
DB12517,PF-00446687,862281-92-3,63P236Z73I,,C[C@H](CN(C[C@@H]1C)C([C@H](CN(C2)C(C)(C)C)[C@@H]2c(ccc(F)c2)c2F)=O)[C@@]1(c1ccccc1)O
DB00836,Loperamide,53179-11-6,6X9OC3H4II,Loperamid; Loperamida; Lopéramide; Loperamide; Loperamidum,CN(C)C(C(CCN(CC1)CCC1(c(cc1)ccc1Cl)O)(c1ccccc1)c1ccccc1)=O
DB09083,Ivabradine,155974-00-8,3H48L0LPZQ,"3-[3-({[(7S)-3,4-dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-yl]methyl}(methyl)amino)propyl]-7,8-dimethoxy-2,3,4,5-tetrahydro-1H-3-benzazepin-2-one; Ivabradin; Ivabradina; Ivabradine; Ivabradinum",CN(CCCN(CCc(cc1OC)c(C2)cc1OC)C2=O)C[C@@H](C1)c(cc2OC)c1cc2OC
DB15325,ONO-8539,459842-29-6,94W010PZ1Z,,CC(C)CN(c(cc(CCC1)c1c1)c1OCc(cc1)c(C)cc1C(O)=O)S(c1nccs1)(=O)=O
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,,,,CCCc(c1c(cc2)c(C(F)(F)F)no1)c2OCCCOc(cc1)cc2c1n(CC(O)=O)cc2
DB14065,Lomerizine,101477-55-8,DEE37CY4VO,Lomerazine; Lomerizine,COc(ccc(CN(CC1)CCN1C(c(cc1)ccc1F)c(cc1)ccc1F)c1OC)c1OC
DB07789,"1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",,CL76HU6PN3,,Cc1cc(NC(Nc2ncc(CCNc3ncnc(Nc4ncn[nH]4)c3)s2)=O)c(C(F)(F)F)o1
DB13373,Acriflavine,65589-70-0,1T3A50395T,Acriflavinium chloride,C[n+](c1c2)c(cc(cc3)N)c3cc1ccc2N.Nc1cc2nc3cc(N)ccc3cc2cc1.[Cl-]
DB07845,"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",,,,COc(cc(CS(C)(=O)=O)cc1)c1Nc1nc(Nc2c(C(N)=O)c(F)ccc2)c(cc[nH]2)c2n1
DB08309,3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL,,,,OCCCNCCS(c(cc1)ccc1Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1)(=O)=O
DB00862,Vardenafil,224785-90-4,UCE6F4125H,Vardénafil; Vardenafil; Vardenafilo; Vardenafilum,CCCc1nc(C)c2n1NC(c(cc(cc1)S(N3CCN(CC)CC3)(=O)=O)c1OCC)=NC2=O
DB09181,Trefentanil,120656-74-8,36QM58LVGU,Trefentanil,CCC(N(C1(CCN(CCN2N=NN(CC)C2=O)CC1)c1ccccc1)c(cccc1)c1F)=O
DB07159,Tamatinib,841290-80-0,RC3A285J2G,"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one",CC(C)(C(N1)=O)Oc(cc2)c1nc2Nc(nc(Nc(cc1OC)cc(OC)c1OC)nc1)c1F
DB02723,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",,,,N/C(/N1CCC(CNC([C@H](CC[C@H]2CN(C3)S(Cc4ccccc4)(=O)=O)N2C3=O)=O)CC1)=N\O
DB15106,Surufatinib,1308672-74-3,B2K5L1L8S9,SULFATINIB; Surufatinib,Cc1cc(cc(cc2)Oc3ccnc(Nc4cccc(CS(NCCN(C)C)(=O)=O)c4)n3)c2[nH]1
DB12808,Trifarotene,895542-09-3,0J8RN2W0HK,Trifarotene,CC(C)(C)c(cc(cc1)-c(cc(cc2)-c(cc3)ccc3C(O)=O)c2OCCO)c1N1CCCC1
DB00769,Hydrocortamate,76-47-1,Y3N00BK5WK,"17-Hydroxycorticosterone, 21-(diethylamino)acetate; Hidrocortamato; Hydrocortamate; Hydrocortamatum",CCN(CC)CC(OCC([C@@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(CC2)C1=CC2=O)O)=O)=O
DB08833,Taurochenodeoxycholic acid,516-35-8,651KU15938,Chenodeoxycholoyltaurine; Taurine chenodeoxycholate; Taurochenodeoxycholate; Taurochenodeoxycholic acid,C[C@H](CCC(NCCS(O)(=O)=O)=O)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@](C)(CC[C@H](C3)O)[C@@H]3C3)[C@@H]1[C@@H]2[C@@H]3O
DB08834,Tauroursodeoxycholic acid,14605-22-2,60EUX8MN5X,Tauroursodeoxycholate; Tauroursodesoxycholic acid; TUDCA; Ursodeoxycholyltaurine,C[C@H](CCC(NCCS(O)(=O)=O)=O)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@](C)(CC[C@H](C3)O)[C@@H]3C3)[C@@H]1[C@@H]2[C@H]3O
DB00229,Cefotiam,61622-34-2,91W6Z2N718,"(6R,7R)-7-[2-(2-Amino-thiazol-4-yl)-acetylamino]-3-[1-(2-dimethylamino-ethyl)-1H-tetrazol-5-ylsulfanylmethyl]-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid; Cefotiam; Cefotiamum; CTM",CN(C)CCn1nnnc1SCC(CS[C@@H]1[C@@H]2NC(Cc3csc(N)n3)=O)=C(C(O)=O)N1C2=O
DB12504,JNJ-40346527,1142363-52-7,3NU609VYNF,,CC(C)(CC1)CC=C1c(nc(C1CC(C)(C)OC(C)(C)C1)cc1)c1NC(c1ncc(C#N)[nH]1)=O
DB01893,N6-Benzyl Adenosine-5'-Diphosphate,,,,O[C@H]([C@@H](COP(O)(OP(O)(O)=O)=O)O[C@H]1n2c3ncnc(NCc4ccccc4)c3nc2)[C@H]1O
DB06350,Elinogrel,936500-94-6,915Y8E749J,Elinogrel,CNc(c(F)c1)cc(NC(N2c(cc3)ccc3NC(NS(c(s3)ccc3Cl)(=O)=O)=O)=O)c1C2=O
DB15013,TAK-243,1450833-55-2,V9GGV0YCDI,,NS(OC[C@@H](C[C@H]([C@@H]1O)Nc2ccnc3cc(-c4cc(SC(F)(F)F)ccc4)nn23)[C@H]1O)(=O)=O
DB12247,AZD-4547,1035270-39-3,2167OG1EKJ,,C[C@H](C1)N[C@@H](C)CN1c(cc1)ccc1C(Nc1n[nH]c(CCc2cc(OC)cc(OC)c2)c1)=O
DB05424,Canertinib,267243-28-7,C78W1K5ASF,Canertinib,C=CC(Nc(cc1c(Nc(cc2)cc(Cl)c2F)ncnc1c1)c1OCCCN1CCOCC1)=O
DB08916,Afatinib,850140-72-6,41UD74L59M,Afatinib; Afatinibum,CN(C)C/C=C/C(Nc(cc1c(Nc(cc2)cc(Cl)c2F)ncnc1c1)c1O[C@@H]1COCC1)=O
DB07113,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",,,,CCc1nc(N)nc(N)c1-c(cc1)cc(N2CCCOC)c1OC(c1cc(F)cc(F)c1)C2=O
DB02008,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,,,,CCCCN(c1c(C(N2Cc(cccc3)c3F)=O)[nH]c(Cc(cc3)ccc3NC(C)=O)n1)C2=O
DB11485,Ceftiofur,80370-57-6,83JL932I1C,Ceftiofur; Ceftiofur crystalline free acid,CO/N=C(\C(N[C@H]([C@@H]1SCC(CSC(c2ccco2)=O)=C(C(O)=O)N11)C1=O)=O)/c1csc(N)n1
DB13931,Netarsudil,1254032-66-0,W6I5QDT7QI,"(4-((1S)-1-(Aminomethyl)-2-(isoquinolin-6-ylamino)-2-oxoethyl)phenyl)methyl 2,4- dimethylbenzoate; Netarsudil",Cc(cc1)cc(C)c1C(OCc1ccc(C(CN)C(Nc2cc3ccncc3cc2)=O)cc1)=O
DB11591,Bilastine,202189-78-4,PA1123N395,Bilastina; Bilastine,CCOCCn1c(cccc2)c2nc1C1CCN(CCc2ccc(C(C)(C)C(O)=O)cc2)CC1
DB15268,Afabicin,1518800-35-5,DMM8663H2R,Afabicin,Cc1c(CN(C)C(/C=C/c(cc2CC3)cnc2N(COP(O)(O)=O)C3=O)=O)oc2c1cccc2
DB03907,"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",,,,Nc1c2ncn([C@H]([C@H]([C@H]3O)O)O[C@H]3/C=C/CNC(c3cc([N+]([O-])=O)cc(O)c3O)=O)c2ncn1
DB11912,Lanopepden,1152107-25-9,12M6KFD07E,Lanopepden,Cc(nc1NNC([C@H](CC2CCCC2)CN(C=O)O)=O)nc(N(CC2)C[C@@H]3N2CCOC3)c1F
DB08437,Puromycin,53-79-2,4A6ZS6Q2CL,puromicina; Puromycin,CN(C)c1c2ncn([C@H]([C@H]3O)O[C@@H](CO)[C@@H]3NC([C@@H](Cc(cc3)ccc3OC)N)=O)c2ncn1
DB12269,PF-06273340,1402438-74-7,I136775ABW,,CC(C)(CO)n1c(nc(N)nc2)c2c(C(c2cc(NC(Cc(cc3)ncc3Cl)=O)cnc2)=O)c1
DB06237,Avanafil,330784-47-9,DR5S136IVO,(S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide; Avanafil; Avanafilo,COc(ccc(CNc1nc(N2[C@H](CO)CCC2)ncc1C(NCc1ncccn1)=O)c1)c1Cl
DB14002,D-alpha-Tocopherol acetate,58-95-7,A7E6112E4N,"(+)-alfa-tocopherol acetate; alpha-tocopheryl acetate, D-; D-alpha tocoferil acetate; D-alpha tocopheryl acetate; D-alpha-Tocopheryl acetate; RRR-alpha-tocopheryl acetate; Vitamin E acetate, D-",CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O
DB02686,Undecyl-Beta-D-Maltopyranoside,,,,CCCCCCCCCCCO[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O[C@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O
DB04711,Iodipamide,606-17-7,TKQ858A3VW,"3,3'-(adipoyldiimino)bis(2,4,6-triiodobenzoic acid); Adipiodona; Adipiodone; Adipiodonum; Iodipamide",OC(c(c(I)c(c(I)c1)NC(CCCCC(Nc(c(I)cc(I)c2C(O)=O)c2I)=O)=O)c1I)=O
DB00878,Chlorhexidine,55-56-1,R4KO0DY52L,"1,1'-Hexamethylene bis(5-(p-chlorophenyl)biguanide); Chlorhexidin; Chlorhexidine; Chlorhexidinum; Cloresidina; Clorhexidina; N,N'-Bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide",N=C(NCCCCCCNC(NC(Nc(cc1)ccc1Cl)=N)=N)NC(Nc(cc1)ccc1Cl)=N
DB04772,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,,,,CC(C)C[C@@H](C(N(CCC1)[C@@H]1C(NCCCCN=C(N)N)=O)=O)NS(Cc1ccccc1)(=O)=O
DB13078,KOSN-1724,693272-98-9,6MUO20693U,ISO-Fludelone,C[C@H]([C@@H]([C@@H](C)C(C(C)(C)[C@H](C1)O)=O)O)/C=C\C/C(/C)=C\C[C@@H](/C(/C)=C/c2noc(C)c2)OC1=O
DB05903,KOS-1584,350493-61-7,82481G197K,"(E)-9,10-Dehydroepothilone D; (E)-9,10-Didehydroepothilone D",C[C@H]([C@@H]([C@@H](C)C(C(C)(C)[C@H](C1)O)=O)O)/C=C/C/C(/C)=C\C[C@@H](/C(/C)=C/c2csc(C)n2)OC1=O
DB01873,Epothilone D,189453-10-9,T0358E0YUF,"(-)-desoxyepothilone B; 12,13-desoxyepothilone B; Desoxyepothilone B",C[C@@H](CCC/C(/C)=C\C[C@@H](/C(/C)=C/c1csc(C)n1)OC(C[C@@H](C(C)(C)C([C@@H]1C)=O)O)=O)[C@@H]1O
DB00718,Adefovir dipivoxil,142340-99-6,U6Q8Z01514,Adefovir di(pivaloyloxymethyl) ester; Adefovir dipivoxil; Adefovir pivoxil; bis-POM PMEA,CC(C)(C)C(OCOP(COCCn1c2ncnc(N)c2nc1)(OCOC(C(C)(C)C)=O)=O)=O
DB11861,Litronesib,910634-41-2,6611F8KYCV,Litronesib,CCNCCS(NC[C@@]1(c2ccccc2)SC(NC(C(C)(C)C)=O)=NN1C(C(C)(C)C)=O)(=O)=O
DB03558,SP-876,,,"1-[(4-{[(1S)-1,3-Dicarboxypropyl]carbamoyl}phenyl)sulfonyl]-D-prolyl-β-alanine",OC(CC[C@H](C(O)=O)NC(c(cc1)ccc1S(N(CCC1)[C@@H]1C(NCCC(O)=O)=O)(=O)=O)=O)=O
DB13091,Tiropramide,55837-29-1,R7S0904CN2,Tiropramida; Tiropramide; Tiropramidum,CCCN(CCC)C(C(Cc(cc1)ccc1OCCN(CC)CC)NC(c1ccccc1)=O)=O
DB12532,Oxetacaine,126-27-2,IP8QT76V17,Oxetacaine,CC(C)(Cc1ccccc1)N(C)C(CN(CCO)CC(N(C)C(C)(C)Cc1ccccc1)=O)=O
