smiles,CHEMBL_ID,pIC50,pIC50_true
CCC(=O)Nc1nc2ccc(-c3ccc4ncn(CCN5CCOCC5)c(=O)c4c3)cc2[nH]1,CHEMBL4785479,7.66,7.66
C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12,CHEMBL4786783,7.1,7.1
CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5ccc(S(C)(=O)=O)cc5)cc34)cc2)no1,CHEMBL4791960,NA,6.62
CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COC(=O)CC(=O)NC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,CHEMBL4792773,2.958607314841775,2.958607314841775
Nc1ncnc2c1ncn2[C@H]1O[C@@H](COC(=O)CC(=O)O)[C@H](O)[C@@H]1O,CHEMBL4794430,3.3767507096020997,3.3767507096020997
CCC(=O)Nc1nc2ccc(-c3ccc4ncn(CCc5c[nH]c6ccccc56)c(=O)c4c3)cc2[nH]1,CHEMBL4794556,7.57,7.57
Cc1nc(Cl)cc(Nc2c[nH]nc2-c2nc(-c3ccc(CN4CCOCC4)cc3)c[nH]2)n1,CHEMBL4794655,6.84,6.84
O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCCCC3)cc2)c[nH]1)c1cccc(Cl)c1,CHEMBL4795804,5.95,5.95
O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCCCC3)cc2)c[nH]1)c1ccc(Cl)cc1,CHEMBL4797744,5.69,5.69
Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2)cn1,CHEMBL4799738,7.72,7.72
CCCCNC(=O)c1cccc(NC(=O)CCCCCCNc2cc(N)ncn2)c1,CHEMBL481522,4.77,4.77
O=C(N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F)c1ccc(CO)o1,CHEMBL481968,5.52,5.52
O=C(CS(=O)(=O)c1ccc(Cl)cc1)N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,CHEMBL481969,5.4,5.4
O=C1NCc2cccc(-c3cc4ccccc4[nH]3)c21,CHEMBL482621,7.0,7.0
COc1cc2[nH]c3ncnc(Cl)c3c2cc1OC,CHEMBL482663,5.52,5.52
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL482767,NA,8.05
COc1cc2c(Nc3ncc(C(=O)Nc4ccccc4)s3)ncnc2cc1OCCCN1CCOCC1,CHEMBL482774,8.4,8.4
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,CHEMBL482778,NA,8.77
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCNCC3)n2)cc1,CHEMBL482779,NA,8.43
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CHEMBL482967,7.73,7.73
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,CHEMBL482968,NA,7.85
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,CHEMBL483158,8.16,8.16
O=C1NCc2cccc(-c3cc4cc(OCCN5CCOCC5)ccc4[nH]3)c21,CHEMBL483451,6.87,6.87
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C(C)(C)C)CC3)n2)cc1,CHEMBL484006,8.89,8.89
CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2cccs2)C3)cc1,CHEMBL484007,NA,8.3
COc1cc2c(Nc3nc(C(=O)Nc4ccccc4)cs3)ncnc2cc1OCCCN1CCOCC1,CHEMBL484601,6.74,6.74
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,CHEMBL484609,8.8,8.8
O=C1NCc2cccc(-c3cc4cc(OCc5ccccc5)ccc4[nH]3)c21,CHEMBL484678,4.67,4.67
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)nc3cccc(F)c23)n[nH]1,CHEMBL4847311,7.29,7.29
Cn1cc(-c2ccn3c(-c4ccc(-c5cccc(Cl)c5)s4)cnc3c2)cn1,CHEMBL4847680,5.89,5.89
CCc1cc(Nc2nc(NCc3ccc(F)cn3)nc3cccc(OC)c23)n[nH]1,CHEMBL4847703,5.34,5.34
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccc(C(F)(F)F)nc4)cc3)ncnc2c1,CHEMBL4847875,5.0,5.0
O=C1NCc2cccc(-c3cc4cc(OCCN5CCCCC5)ccc4[nH]3)c21,CHEMBL484876,6.7,6.7
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)nc3ccccc23)n[nH]1,CHEMBL4848826,7.96,7.96
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(C#N)cn3)nc3cccc(F)c23)n[nH]1,CHEMBL4849245,6.66,6.66
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCCCC3)n2)cc1,CHEMBL484951,8.8,8.8
O=C1NCc2cccc(-c3cc4cc(OCCCN5CCCCC5)ccc4[nH]3)c21,CHEMBL485081,6.75,6.75
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccc(F)cc4)cc3)ncnc2c1,CHEMBL4851635,NA,5.0
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C4CC4)CC3)n2)cc1,CHEMBL485186,NA,9.0
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(Cl)cn3)nc3cccc(OC)c23)n[nH]1,CHEMBL4852125,NA,4.66
COc1cccc(OC)c1-c1ccc(-c2cnc3cc(-c4cnn(C)c4)ccn23)s1,CHEMBL4852822,6.01,6.01
COc1cc2c(Nc3ccc(C(=O)Nc4ccccc4)s3)ncnc2cc1OCCCN1CCOCC1,CHEMBL485337,7.96,7.96
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(CC)CC3)n2)cc1,CHEMBL485351,9.0,9.0
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc3cccc(OC)c23)n[nH]1,CHEMBL4854871,6.07,6.07
CCc1cc(Nc2nc(NCCc3ccccc3)nc3cccc(OC)c23)n[nH]1,CHEMBL4855000,5.0,5.0
CCc1cc(Nc2nc(NCCc3ccc(F)cc3)nc3ccccc23)n[nH]1,CHEMBL4858397,7.39,7.39
CCc1cc(Nc2nc(NCc3ccc(Cl)cc3OC)nc3cccc(C)c23)n[nH]1,CHEMBL4860332,NA,5.92
COc1ccc2c(NCCc3cnc(NC(=O)Nc4cccc(Cl)c4)s3)ncnc2c1,CHEMBL4861838,8.05,8.05
CN(C)CCCOc1ccc2c(NCCc3cnc(NC(=O)Nc4cccc(Cl)c4)s3)ncnc2c1,CHEMBL4864729,7.94,7.94
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3cc(F)ccc23)s1,CHEMBL4867079,8.05,8.05
O=C(Nc1cc(CN2CCCC2)cc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL486850,NA,8.4
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc2cc[nH]c12,CHEMBL486877,7.52,7.52
Cn1cc(-c2cc3ncnc(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)c3s2)cn1,CHEMBL4868797,6.05,6.05
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc3cccc(F)c23)n[nH]1,CHEMBL4870615,7.6,7.6
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(C)cc3)nc3cccc(F)c23)n[nH]1,CHEMBL4871944,7.12,7.12
CCc1cc(Nc2nc(NCc3ccc(Cl)cc3)nc3cccc(C)c23)n[nH]1,CHEMBL4872426,NA,5.92
CCc1cc(Nc2nc(NCc3ccc(Cl)cc3)nc3cccc(OC)c23)n[nH]1,CHEMBL4874424,5.0,5.0
CCc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc3cccc(F)c23)n[nH]1,CHEMBL4875743,7.1,7.1
CCc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc3cccc(C)c23)n[nH]1,CHEMBL4875929,6.48,6.48
CCc1cc(Nc2nc(NCCc3ccc(F)cc3)nc3cccc(F)c23)n[nH]1,CHEMBL4876138,6.75,6.75
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12,CHEMBL4876497,6.0,6.0
CCc1cc(Nc2nc(NCc3ccc(Cl)cc3OC)nc3cccc(OC)c23)n[nH]1,CHEMBL4877302,5.05,5.05
COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(N(C)C)ccc34)cc2)cc1,CHEMBL4877440,5.0,5.0
Cc1nn(C(C)C)c(C)c1-c1nc2c(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)ccnc2[nH]1,CHEMBL4877846,7.22,7.22
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)NC1CCCCC1,CHEMBL487892,NA,6.57
COc1cc(C2=C(c3cn(COC(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,CHEMBL488645,4.48,4.48
COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,CHEMBL488646,4.52,4.52
COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,CHEMBL488811,5.19,5.19
Oc1ccc(Nc2ncc(F)c(Nc3ccc(O)cc3)n2)cc1,CHEMBL489736,NA,7.52
CCN1CCN(CCCOc2ccc3[nH]c(-c4cccc5c4C(=O)NC5)cc3c2)CC1,CHEMBL489820,7.36,7.36
Cc1ccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)cc1,CHEMBL489912,6.75,6.75
O=C(Nc1cccc(O)c1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL489913,7.72,7.72
O=C(Nc1ccc(O)cc1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL489914,7.89,7.89
Oc1ccc(Nc2ccnc(Nc3ccc(O)cc3)n2)cc1,CHEMBL489915,6.31,6.31
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL490355,NA,6.07
c1cc(Nc2ncnc3[nH]ccc23)cc(-c2nc3ccccc3s2)c1,CHEMBL490555,5.0,5.0
O=C(Nc1ccccc1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL490711,7.72,7.72
COc1ccccc1NC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL490712,7.11,7.11
Cc1cccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)c1,CHEMBL490738,7.3,7.3
O=C(Nc1cccc(F)c1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL490944,7.23,7.23
O=C1NCc2cccc(-c3ccc[nH]3)c21,CHEMBL491045,6.47,6.47
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL491124,6.85,6.85
CN1Cc2cccc(-c3cccn3C(=O)OC(C)(C)C)c2C1=O,CHEMBL491243,4.0,4.0
Cc1cccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)c1,CHEMBL491305,6.75,6.75
Cc1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL491306,NA,7.12
COc1cccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)c1,CHEMBL491574,NA,7.44
COc1ccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)cc1,CHEMBL491575,7.85,7.85
COc1cc2ncnc(Nc3ccc(N4Cc5ccccc5C4)cc3)c2cc1OC,CHEMBL491677,5.28,5.28
Cc1cc(Nc2ccnc(Nc3cccc(-c4nc5ccccc5s4)c3)n2)n[nH]1,CHEMBL491686,6.8,6.8
Cc1ccccc1NC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL491739,7.7,7.7
Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,CHEMBL491758,7.1,7.1
Fc1ccc(Nc2ncc(F)c(Nc3ccc(F)cc3)n2)cc1,CHEMBL491759,NA,6.7
Oc1ccc(Nc2ncc(Cl)c(Nc3ccc(O)cc3)n2)cc1,CHEMBL491773,8.1,8.1
Oc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc(O)cc3)n2)cc1,CHEMBL491774,7.85,7.85
N#Cc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,CHEMBL491956,7.64,7.64
CCCc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,CHEMBL491962,4.96,4.96
NC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL491975,6.8,6.8
Oc1ccc(Nc2cc(Cl)nc(Nc3ccc(O)cc3)n2)cc1,CHEMBL492108,NA,4.769551078621726
Cc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,CHEMBL492124,NA,7.47
CCc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,CHEMBL492125,6.82,6.82
Cc1ccccc1Nc1nc(Nc2ccc(O)cc2)ncc1F,CHEMBL492139,7.17,7.17
O=C(Nc1ccc(Cl)cc1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL492409,7.19,7.19
O=C(Nc1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1)c1ccccc1,CHEMBL492410,7.75,7.75
COCCN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1,CHEMBL493656,6.48,6.48
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1,CHEMBL493657,NA,7.83
Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1,CHEMBL493883,NA,6.76
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1,CHEMBL494685,7.1,7.1
CN(CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1)CC(O)CO,CHEMBL494867,NA,8.01
CN(CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1)CC(O)CO.Cl,CHEMBL495306,7.38,7.38
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,CHEMBL495727,8.5,8.5
c1ccc2[nH]c(-c3cc[nH]n3)nc2c1,CHEMBL495758,6.04,6.04
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)c1ccccc1,CHEMBL496569,NA,8.46
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCCCC1,CHEMBL496754,NA,8.24
c1ccc2c3c([nH]c2c1)-c1n[nH]c(C2CC2)c1CC3,CHEMBL499229,6.96,6.96
Cc1nc(Nc2ccc(O)cc2)nc(Nc2ccc(O)cc2)c1C,CHEMBL501636,4.769551078621726,4.769551078621726
CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,CHEMBL502124,7.44,7.44
CCOC(=O)c1[nH]nc2c1CCc1c-2[nH]c2ccccc12,CHEMBL502692,5.24,5.24
CC(=O)Nc1c[nH]nc1-c1nc2ccccc2[nH]1,CHEMBL504155,NA,7.16
CCCNC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL504355,7.31,7.31
COc1cccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)c1,CHEMBL504824,6.58,6.58
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL505037,7.02,7.02
NC(=O)c1cccc2c1C(=O)NC2,CHEMBL505167,4.84,4.84
O=C(O)c1cccc2c1C(=O)NC2,CHEMBL505379,NA,4.0
O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,CHEMBL505637,7.0,7.0
COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL505896,6.94,6.94
CCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1F,CHEMBL5070298,6.47,6.47
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(CC(=O)Nc4cccc(F)c4)cc3)n2)[nH]n1,CHEMBL5070593,7.02,7.02
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)c(C)c4)C3)n2)CC1,CHEMBL5070908,NA,7.24
O=C(NC1CC1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,CHEMBL507170,6.234999999999999,6.234999999999999
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)c(F)c4F)C3)n2)CC1,CHEMBL5073036,7.19,7.19
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4cc(F)c(F)cc4F)C3)n2)CC1,CHEMBL5073191,7.0,7.0
COc1cc2ncnc(NCCc3cnc(NC(=O)Nc4ccccc4)s3)c2cc1OC,CHEMBL5073918,8.0,8.0
Cc1cc(Nc2cc(N3CC[C@H](N(C)C)C3)nc(N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)n[nH]1,CHEMBL5074672,7.53,7.53
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)CC1,CHEMBL5075431,7.62,7.62
CCOc1cc2c(NCCc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2cc1F,CHEMBL5075551,7.18,7.18
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(C(F)(F)F)cc4F)C3)n2)CC1,CHEMBL5076227,7.0,7.0
CCOc1cc2c(NCCc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ncnc2cc1F,CHEMBL5076428,6.97,6.97
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4cc(F)c(Cl)c(F)c4)C3)n2)CC1,CHEMBL5076654,7.0,7.0
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4c(F)cc(Cl)cc4F)C3)n2)CC1,CHEMBL5076754,7.25,7.25
COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,CHEMBL507714,5.8,5.8
CCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c2cc1F,CHEMBL5077640,6.81,6.81
Cc1cc(Nc2cc(N(C)CCN(C)C)nc(N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)n[nH]1,CHEMBL5078175,7.39,7.39
Cc1c(Br)cc(C(=O)NCC(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c(=O)n1Cc1ccc(F)c(F)c1,CHEMBL5078188,5.0,5.0
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)cc4F)C3)n2)CC1,CHEMBL5078321,7.41,7.41
Cc1cc(Nc2cc(N3CC(N(C)C)C3)nc(N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)n[nH]1,CHEMBL5078946,7.53,7.53
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4cc(Cl)ccc4OC)cc3)c2cc1F,CHEMBL5079032,6.45,6.45
COc1ccc2[nH]c(-c3cccc4c3C(=O)NC4)nc2c1,CHEMBL507927,6.69,6.69
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)c(F)c4)C3)n2)CC1,CHEMBL5079532,NA,7.28
COc1cc2ncnc(NCCc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,CHEMBL5080510,7.619999999999999,7.619999999999999
O=C(CCCNC(=O)c1cccn(Cc2ccc(F)c(F)c2)c1=O)Nc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,CHEMBL5080962,6.21,6.21
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(S(=O)(=O)c4ccc(Cl)cc4F)C3)n2)CC1,CHEMBL5081003,7.0,7.0
O=C(CCNC(=O)c1cccn(Cc2ccc(F)c(F)c2)c1=O)Nc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,CHEMBL5081056,NA,5.61
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c2cc1F,CHEMBL5081247,8.22,8.22
COc1nc(C)nc2[nH]cc(-c3ccnc(N)c3)c12,CHEMBL5081341,NA,4.301029995663981
CN(C)CCCOc1ccc2c(NCCc3cnc(NC(=O)Nc4ccccc4)s3)ncnc2c1,CHEMBL5081608,NA,8.22
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c2cc1F,CHEMBL5082243,7.2,7.2
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4cc(F)c(Cl)cc4F)C3)n2)CC1,CHEMBL5082734,7.29,7.29
CCOc1cc2ncnc(NCc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c2cc1F,CHEMBL5083023,NA,8.7
CC(=O)N1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,CHEMBL508307,5.699999999999999,5.699999999999999
COc1nc(C)nc2[nH]cc(-c3ccncc3)c12,CHEMBL5083242,4.301029995663981,4.301029995663981
O=C1Nc2ccc(NC(=O)c3cccc(NC(=O)c4cccn(Cc5ccc(F)c(F)c5)c4=O)c3)cc2/C1=C/c1cnc[nH]1,CHEMBL5083272,5.0,5.0
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)cc4)C3)n2)CC1,CHEMBL5083318,7.37,7.37
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)CC1,CHEMBL5083583,NA,7.34
CCOc1cc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(Cl)c4)s3)c2cc1F,CHEMBL5083720,8.08,8.08
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1F,CHEMBL5085280,7.54,7.54
Cc1ccc(C(=O)N[C@@H](C(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c2ccccc2)c(=O)n1Cc1ccc(F)c(F)c1,CHEMBL5085987,7.16,7.16
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)nc4F)C3)n2)CC1,CHEMBL5086056,7.0,7.0
CN(C)CCCOc1ccc2c(NCCc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2c1,CHEMBL5087090,7.23,7.23
Cc1ccc(C(=O)NCC(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c(=O)n1Cc1ccc(F)c(F)c1,CHEMBL5087446,6.71,6.71
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3ccccc23)cc1,CHEMBL5088888,6.85,6.85
Cn1ccc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2c1=O,CHEMBL5089164,NA,7.44
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)cc4Cl)C3)n2)CC1,CHEMBL5089253,7.32,7.32
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c2cc1F,CHEMBL5089615,7.57,7.57
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccccc4)C3)n2)CC1,CHEMBL5089708,7.54,7.54
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4OC)cc3)c2cc1F,CHEMBL5089809,6.34,6.34
O=C(Nc1ccccc1)Nc1ncc(CCNc2ncnc3ccccc23)s1,CHEMBL5090070,7.96,7.96
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1F,CHEMBL5090252,6.46,6.46
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)n[nH]1,CHEMBL5091638,7.59,7.59
COc1nc(C)nc2[nH]cc(-c3ccnc(C)c3)c12,CHEMBL5092245,NA,4.301029995663981
CCOc1cc2ncnc(NCCc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1F,CHEMBL5092254,7.36,7.36
CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1,CHEMBL5092606,7.25,7.25
Cc1c(Br)cc(C(=O)N[C@@H](C(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c2ccccc2)c(=O)n1Cc1ccc(F)c(F)c1,CHEMBL5092990,NA,6.93
CCOc1cc2ncnc(NCc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1F,CHEMBL5093039,8.1,8.1
CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3CCN(C(=O)c4ccc(Cl)cc4C)C3)n2)CC1,CHEMBL5093246,7.19,7.19
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,CHEMBL509435,5.5,5.5
Cc1[nH]nc2c1CCc1c-2[nH]c2ccccc12,CHEMBL510472,7.29,7.29
O=C(Nc1nc(-c2ccncc2)cs1)C1COc2ccccc2O1,CHEMBL510515,4.0,4.0
O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,CHEMBL510730,5.77,5.77
NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,CHEMBL511478,5.0,5.0
OCc1[nH]nc2c1CCc1c-2[nH]c2ccccc12,CHEMBL511947,6.47,6.47
O=C(Nc1cccc(F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CHEMBL512184,NA,7.64
